Year,Film,FilmId,NomineeIds
2015,Inside Out,tt2096673,nm0230032|nm0729304
2015,Shaun the Sheep Movie,tt2872750,nm0123666|nm0326450
2015,When Marnie Was There,tt3398268,nm0948488|nm2052679
2015,Carol,tt2402927,nm0005767
2015,The Hateful Eight,tt3460252,nm0724744
2015,Mad Max: Fury Road,tt1392190,nm0005868
2015,The Revenant,tt1663202,nm0523881
2015,Sicario,tt3397884,nm0005683
2015,Carol,tt2402927,nm0694309
2015,Cinderella,tt1661199,nm0694309
2015,The Danish Girl,tt0810819,nm0214625
2015,Mad Max: Fury Road,tt1392190,nm0064746
2015,The Revenant,tt1663202,nm0922113
2015,The Big Short,tt1596363,nm0570912
2015,Mad Max: Fury Road,tt1392190,nm0004306
2015,The Revenant,tt1663202,nm0327944
2015,Room,tt3170832,nm1049433
2015,Spotlight,tt1895587,nm0565336
2015,Amy,tt2870648,nm0438090|nm0310813
2015,Cartel Land,tt4126304,nm1292648|nm0947400
2015,The Look of Silence,tt3521134,nm1484791|nm1718147
2015,"What Happened, Miss Simone?",tt4284010,nm0305017|nm0387646|nm1461710
2015,Winter on Fire: Ukraine's Fight for Freedom,tt4908644,nm1017958|nm5236230
2015,Body Team 12,tt4430002,nm4093026|nm1666274
2015,"Chau, beyond the Lines",tt4084844,nm3229589|nm3192902
2015,Claude Lanzmann: Spectres of the Shoah,tt4815426,nm6887155
2015,A Girl in the River: The Price of Forgiveness,tt5144072,nm1581464
2015,Last Day of Freedom,tt4172096,nm6889620|nm6889621
2015,The Big Short,tt1596363,nm0181650
2015,Mad Max: Fury Road,tt1392190,nm0803459
2015,The Revenant,tt1663202,nm0592537
2015,Spotlight,tt1895587,nm0002500
2015,Star Wars: The Force Awakens,tt2488496,nm0104783|nm0548407
2015,Embrace of the Serpent,tt4285496,
2015,Mustang,tt3966404,
2015,Son of Saul,tt3808342,
2015,Theeb,tt3170902,
2015,A War,tt3830162,
2015,Mad Max: Fury Road,tt1392190,nm0886488|nm0911975|nm1914735
2015,The 100-Year-Old Man Who Climbed out the Window and Disappeared,tt2113681,nm1037627|nm0901913
2015,The Revenant,tt1663202,nm0341812|nm0418749|nm0006453
2015,Bridge of Spies,tt3682448,nm0002353
2015,Carol,tt2402927,nm0001980
2015,The Hateful Eight,tt3460252,nm0001553
2015,Sicario,tt3397884,nm0433580
2015,Star Wars: The Force Awakens,tt2488496,nm0002354
2015,Fifty Shades of Grey,tt2322441,nm1070597|nm6803523|nm7850935|nm0595066
2015,Racing Extinction,tt1618448,nm0707775|nm1359744
2015,Youth,tt3312830,nm1012893
2015,The Hunting Ground,tt4185572,nm0005534|nm3078932
2015,Spectre,tt2379713,nm4438244|nm3094994
2015,The Big Short,tt1596363,nm0000093|nm0306890|nm1250070
2015,Bridge of Spies,tt3682448,nm0000229|nm0686887|nm1069736
2015,Brooklyn,tt2381111,nm0245493|nm0692656
2015,Mad Max: Fury Road,tt1392190,nm0593294|nm0004306
2015,The Martian,tt3659388,nm1334526|nm0000631|nm0769644|nm0400240
2015,The Revenant,tt1663202,nm0586969|nm0326512|nm0327944|nm0661289|nm2166024
2015,Room,tt3170832,nm0347384
2015,Spotlight,tt1895587,nm0837386|nm0326512|nm2140746|nm1421308
2015,Bridge of Spies,tt3682448,nm1360914|nm0213076|nm0377520
2015,The Danish Girl,tt0810819,nm0829378|nm0822086
2015,Mad Max: Fury Road,tt1392190,nm0316904|nm0860424
2015,The Martian,tt3659388,nm0561480|nm0090278
2015,The Revenant,tt1663202,nm0279926|nm0700827
2015,Bear Story,tt3829254,nm6594925|nm6594926
2015,Prologue,tt4955294,nm0931530|nm1803609
2015,Sanjay's Super Team,tt4661600,nm0665396|nm0342430
2015,We Can't Live without Cosmos,tt3965660,nm0111588
2015,World of Tomorrow,tt4171032,nm0381116
2015,Ave Maria,tt4419794,nm1869150|nm1415447
2015,Day One,tt4122886,nm6846478
2015,Everything Will Be Okay (Alles Wird Gut),tt4324518,nm2573530
2015,Shok,tt4273570,nm4385546
2015,Stutterer,tt4817576,nm6526715|nm4928252
2015,Mad Max: Fury Road,tt1392190,nm0005625|nm0924674
2015,The Martian,tt3659388,nm0850549
2015,The Revenant,tt1663202,nm0380057|nm0070489
2015,Sicario,tt3397884,nm0614812
2015,Star Wars: The Force Awakens,tt2488496,nm0003214|nm0004198
2015,Bridge of Spies,tt3682448,nm0625144|nm0003977|nm0475168
2015,Mad Max: Fury Road,tt1392190,nm0420804|nm0748832|nm0652096
2015,The Martian,tt3659388,nm0557338|nm0852837|nm0002314
2015,The Revenant,tt1663202,nm0852656|nm0599057|nm0858378|nm0240292
2015,Star Wars: The Force Awakens,tt2488496,nm0625144|nm0769042|nm0934184
2015,Ex Machina,tt0470752,nm1443095|nm0635878|nm3251988|nm1025904
2015,Mad Max: Fury Road,tt1392190,nm1886497|nm0940054|nm0646807|nm0930024
2015,The Martian,tt3659388,nm0821868|nm1619365|nm1165856|nm0912599
2015,The Revenant,tt1663202,nm1407302|nm1331297|nm1643981|nm0907030
2015,Star Wars: The Force Awakens,tt2488496,nm0004361|nm0875604|nm0768943|nm0179269
2015,The Big Short,tt1596363,nm1017488|nm0570912
2015,Brooklyn,tt2381111,nm0394984
2015,Carol,tt2402927,nm0619507
2015,The Martian,tt3659388,nm1206844
2015,Room,tt3170832,nm1480980
2015,Bridge of Spies,tt3682448,nm4131020|nm0001053|nm0001054
2015,Ex Machina,tt0470752,nm0307497
2015,Inside Out,tt2096673,nm0230032|nm0498834|nm2155757|nm0215455
2015,Spotlight,tt1895587,nm1802857|nm0565336
2015,Straight Outta Compton,tt1398426,nm6707680|nm0075696|nm0767655|nm0921023
2016,Manchester by the Sea,tt4034228,nm0000729
2016,Hacksaw Ridge,tt2119532,nm1940449
2016,La La Land,tt3783958,nm0331516
2016,Captain Fantastic,tt3553976,nm0001557
2016,Fences,tt2671706,nm0000243
2016,Moonlight,tt4975722,nm0991810
2016,Hell or High Water,tt2582782,nm0000313
2016,Manchester by the Sea,tt4034228,nm2348627
2016,Lion,tt3741834,nm2353862
2016,Nocturnal Animals,tt4550098,nm0788335
2016,Elle,tt3716530,nm0001376
2016,Loving,tt4669986,nm1550948
2016,Jackie,tt1619029,nm0000204
2016,La La Land,tt3783958,nm1297015
2016,Florence Foster Jenkins,tt4136084,nm0000658
2016,Fences,tt2671706,nm0205626
2016,Moonlight,tt4975722,nm0365140
2016,Lion,tt3741834,nm0000173
2016,Hidden Figures,tt4846340,nm0818055
2016,Manchester by the Sea,tt4034228,nm0931329
2016,Kubo and the Two Strings,tt4302938,nm1325899|nm1750312
2016,Moana,tt3521164,nm0615780|nm0166256|nm1575873
2016,My Life as a Zucchini,tt2321405,nm1957706|nm1519403
2016,The Red Turtle,tt3666024,nm0240196|nm0840699
2016,Zootopia,tt2948356,nm0397174|nm0601781|nm1192875
2016,Arrival,tt2543164,nm2284226
2016,La La Land,tt3783958,nm0761874
2016,Lion,tt3741834,nm0292132
2016,Moonlight,tt4975722,nm0493439
2016,Silence,tt0490215,nm0006509
2016,Allied,tt3640424,nm0426693
2016,Fantastic Beasts and Where to Find Them,tt3183660,nm0041181
2016,Florence Foster Jenkins,tt4136084,nm0102219
2016,Jackie,tt1619029,nm0284837
2016,La La Land,tt3783958,nm0957861
2016,Arrival,tt2543164,nm0898288
2016,Hacksaw Ridge,tt2119532,nm0000154
2016,La La Land,tt3783958,nm3227090
2016,Manchester by the Sea,tt4034228,nm0518836
2016,Moonlight,tt4975722,nm1503575
2016,Fire at Sea,tt3652526,nm0742941|nm0657550
2016,I Am Not Your Negro,tt5804038,nm0669704|nm4009159|nm1479564
2016,"Life, Animated",tt3917210,nm2141317|nm0325821
2016,O.J.: Made in America,tt5275892,nm1554601|nm1700023
2016,13th,tt5895028,nm1148550|nm2589786|nm0054711
2016,Extremis,tt5538078,nm1830532
2016,4.1 Miles,tt6279726,nm6471764
2016,Joe's Violin,tt5639178,nm0180084|nm2548992
2016,Watani: My Homeland,tt6195494,nm4984327|nm2267281
2016,The White Helmets,tt6073176,nm3915542|nm3319085
2016,Arrival,tt2543164,nm0907863
2016,Hacksaw Ridge,tt2119532,nm0003016
2016,Hell or High Water,tt2582782,nm1075638
2016,La La Land,tt3783958,nm0189285
2016,Moonlight,tt4975722,nm1477623|nm1536314
2016,Land of Mine,tt3841424,
2016,A Man Called Ove,tt4080728,
2016,The Salesman,tt5186714,
2016,Tanna,tt4239726,
2016,Toni Erdmann,tt4048272,
2016,A Man Called Ove,tt4080728,nm0901913|nm1037627
2016,Star Trek Beyond,tt2660888,nm0363355|nm0022314
2016,Suicide Squad,tt1386697,nm0078183|nm0339709|nm0625247
2016,Jackie,tt1619029,nm5908010
2016,La La Land,tt3783958,nm3225654
2016,Lion,tt3741834,nm0641169|nm2890617
2016,Moonlight,tt4975722,nm1615109
2016,Passengers,tt1355644,nm0002353
2016,La La Land,tt3783958,nm3225654|nm2537947|nm2524192
2016,Trolls,tt1679335,nm0005493|nm1159684|nm4733013
2016,La La Land,tt3783958,nm3225654|nm2537947|nm2524192
2016,Jim: The James Foley Story,tt5278466,nm0707775|nm0001776
2016,Moana,tt3521164,nm0592135
2016,Arrival,tt2543164,nm0506613|nm1362282|nm0753083|nm0511482
2016,Fences,tt2671706,nm0748784|nm0000243|nm0085542
2016,Hacksaw Ridge,tt2119532,nm0575312|nm0674303
2016,Hell or High Water,tt2582782,nm0352402|nm0798930
2016,Hidden Figures,tt4846340,nm0317642|nm1858656|nm0867768|nm1214289|nm0577647
2016,La La Land,tt3783958,nm1757754|nm3527897|nm0686887
2016,Lion,tt3741834,nm0792431|nm2096617|nm2652108
2016,Manchester by the Sea,tt4034228,nm0000354|nm6844518|nm0601031|nm4568172|nm1016966
2016,Moonlight,tt4975722,nm1532846|nm0306890|nm1250070
2016,Arrival,tt2543164,nm0894411|nm0396257
2016,Fantastic Beasts and Where to Find Them,tt3183660,nm0186023|nm0003519
2016,"Hail, Caesar!",tt0475290,nm0327211|nm0354101
2016,La La Land,tt3783958,nm0913300|nm0722012
2016,Passengers,tt1355644,nm0245596|nm0784922
2016,Blind Vaysha,tt5559726,nm1507308
2016,Borrowed Time,tt4874696,nm2855383|nm3210583
2016,Pear Cider and Cigarettes,tt5358978,nm3230254|nm1230132
2016,Pearl,tt5599918,nm2444148
2016,Piper,tt5613056,nm0054659|nm3116149
2016,Ennemis Intérieurs,tt5467670,nm1054871
2016,La Femme et le TGV,tt4661660,nm4497243|nm1942413
2016,Silent Nights,tt6460636,nm2957173|nm0536385
2016,Sing,tt4571288,nm2038042|nm2686265
2016,Timecode,tt5699202,nm0319781
2016,Arrival,tt2543164,nm0068858
2016,Deepwater Horizon,tt1860357,nm0823758|nm0867123
2016,Hacksaw Ridge,tt2119532,nm1464727|nm1649593
2016,La La Land,tt3783958,nm0496763|nm0406375
2016,Sully,tt3263904,nm0614812|nm0039544
2016,Arrival,tt2543164,nm0307483|nm0478639
2016,Hacksaw Ridge,tt2119532,nm0640114|nm1649593|nm1464727|nm0333384
2016,La La Land,tt3783958,nm0625144|nm0496763|nm0607551
2016,Rogue One: A Star Wars Story,tt3748528,nm0662188|nm0769042|nm0934184
2016,13 Hours: The Secret Soldiers of Benghazi,tt4172430,nm0838707|nm0352300|nm0002314
2016,Deepwater Horizon,tt1860357,nm0358342|nm0811043|nm1313725|nm0198245
2016,Doctor Strange,tt1211837,nm0148547|nm1363090|nm1713374|nm0179274
2016,The Jungle Book,tt3040964,nm0499215|nm0883628|nm1002475|nm0501424
2016,Kubo and the Two Strings,tt4302938,nm0256256|nm2885050|nm3293221|nm0771464
2016,Rogue One: A Star Wars Story,tt3748528,nm0461306|nm0502426|nm0382579|nm0179273
2016,Arrival,tt2543164,nm2104063
2016,Fences,tt2671706,nm0933025
2016,Hidden Figures,tt4846340,nm2284377|nm0577647
2016,Lion,tt3741834,nm1729294
2016,Moonlight,tt4975722,nm1503575|nm4144120
2016,Hell or High Water,tt2582782,nm0792263
2016,La La Land,tt3783958,nm3227090
2016,The Lobster,tt3464902,nm0487166|nm3328207
2016,Manchester by the Sea,tt4034228,nm0518836
2016,20th Century Women,tt4385888,nm0590122
2017,Call Me by Your Name,tt5726616,nm3154303
2017,Phantom Thread,tt5776858,nm0000358
2017,Get Out,tt5052448,nm2257207
2017,Darkest Hour,tt4555426,nm0000198
2017,"Roman J. Israel, Esq.",tt6000478,nm0000243
2017,The Florida Project,tt5649144,nm0000353
2017,"Three Billboards outside Ebbing, Missouri",tt5027774,nm0000437
2017,The Shape of Water,tt5580390,nm0420955
2017,All the Money in the World,tt5294550,nm0001626
2017,"Three Billboards outside Ebbing, Missouri",tt5027774,nm0005377
2017,The Shape of Water,tt5580390,nm1020089
2017,"Three Billboards outside Ebbing, Missouri",tt5027774,nm0000531
2017,"I, Tonya",tt5580036,nm3053338
2017,Lady Bird,tt4925292,nm1519680
2017,The Post,tt6294822,nm0000658
2017,Mudbound,tt2396589,nm0004763
2017,"I, Tonya",tt5580036,nm0005049
2017,Phantom Thread,tt5776858,nm0544334
2017,Lady Bird,tt4925292,nm0582418
2017,The Shape of Water,tt5580390,nm0818055
2017,The Boss Baby,tt3874544,nm0569891|nm0619820
2017,The Breadwinner,tt3901826,nm1316072|nm1479800
2017,Coco,tt2380307,nm0881279|nm0026565
2017,Ferdinand,tt3411444,nm0757858|nm1000858
2017,Loving Vincent,tt3262342,nm3699790|nm1364790|nm1597847
2017,Blade Runner 2049,tt1856101,nm0005683
2017,Darkest Hour,tt4555426,nm0216632
2017,Dunkirk,tt5013056,nm0887227
2017,Mudbound,tt2396589,nm1121126
2017,The Shape of Water,tt5580390,nm0491565
2017,Beauty and the Beast,tt2771200,nm0244330
2017,Darkest Hour,tt4555426,nm0244330
2017,Phantom Thread,tt5776858,nm0108775
2017,The Shape of Water,tt5580390,nm0784751
2017,Victoria & Abdul,tt5816682,nm0102219
2017,Dunkirk,tt5013056,nm0634240
2017,Get Out,tt5052448,nm1443502
2017,Lady Bird,tt4925292,nm1950086
2017,Phantom Thread,tt5776858,nm0000759
2017,The Shape of Water,tt5580390,nm0868219
2017,Abacus: Small Enough to Jail,tt5952382,nm0416945|nm5954658|nm0325821
2017,Faces Places,tt5598102,nm0889513|nm2346254|nm0889518
2017,Icarus,tt6333060,nm2406731|nm0169000
2017,Last Men in Aleppo,tt6333074,nm5926047|nm8719525|nm1458996
2017,Strong Island,tt5873150,nm3496466|nm0055656
2017,Edith+Eddie,tt6519356,nm5323949|nm0942870
2017,Heaven Is a Traffic Jam on the 405,tt5095260,nm1103802
2017,Heroin(e),tt7389366,nm4140928|nm6463326
2017,Knife Skills,tt5745110,nm0502072
2017,Traffic Stop,tt7874708,nm0204934|nm0374133
2017,Baby Driver,tt3890160,nm0532651|nm1633672
2017,Dunkirk,tt5013056,nm0809059
2017,"I, Tonya",tt5580036,nm0726186
2017,The Shape of Water,tt5580390,nm0938485
2017,"Three Billboards outside Ebbing, Missouri",tt5027774,nm0339856
2017,A Fantastic Woman,tt5639354,
2017,The Insult,tt7048622,
2017,Loveless,tt6304162,
2017,On Body and Soul,tt5607714,
2017,The Square,tt4995790,
2017,Darkest Hour,tt4555426,nm0875308|nm1339434|nm2378951
2017,Victoria & Abdul,tt5816682,nm0680066|nm0791965
2017,Wonder,tt2543472,nm1115465
2017,Dunkirk,tt5013056,nm0001877
2017,Phantom Thread,tt5776858,nm0339351
2017,The Shape of Water,tt5580390,nm0006035
2017,Star Wars: The Last Jedi,tt2527336,nm0002354
2017,"Three Billboards outside Ebbing, Missouri",tt5027774,nm0001980
2017,Mudbound,tt2396589,nm0004763|nm1277289|nm5921476
2017,Call Me by Your Name,tt5726616,nm2014294
2017,Coco,tt2380307,nm2844448|nm0520188
2017,Marshall,tt5301662,nm0005534|nm0996669
2017,The Greatest Showman,tt1485796,nm2537947|nm2524192
2017,Call Me by Your Name,tt5726616,nm0817379|nm0345174|nm1899688|nm1150125
2017,Darkest Hour,tt4555426,nm0079677|nm0271479|nm0115537|nm0565026|nm0881703
2017,Dunkirk,tt5013056,nm0858799|nm0634240
2017,Get Out,tt5052448,nm0572014|nm0089658|nm1197257|nm1443502
2017,Lady Bird,tt4925292,nm0748784|nm4791912|nm0642161
2017,Phantom Thread,tt5776858,nm0783280|nm0000759|nm2691892|nm0526917
2017,The Post,tt6294822,nm1166871|nm0000229|nm1069736
2017,The Shape of Water,tt5580390,nm0868219|nm0197703
2017,"Three Billboards outside Ebbing, Missouri",tt5027774,nm0110357|nm0194446|nm1732981
2017,Beauty and the Beast,tt2771200,nm0339391|nm0818005
2017,Blade Runner 2049,tt1856101,nm0309357|nm0703301
2017,Darkest Hour,tt4555426,nm0339391|nm0818005
2017,Dunkirk,tt5013056,nm0189769|nm0275361
2017,The Shape of Water,tt5580390,nm0042306|nm0896580|nm0578518
2017,Dear Basketball,tt6794476,nm0443855|nm1101483
2017,Garden Party,tt6426140,nm8709842|nm6593003
2017,Lou,tt6267732,nm0612391|nm1733918
2017,Negative Space,tt7090150,nm4713373|nm3353592
2017,Revolting Rhymes,tt6386210,nm2104164|nm3936610
2017,DeKalb Elementary,tt5926890,nm1722815
2017,The Eleven O'Clock,tt6023474,nm0780527|nm0493257
2017,My Nephew Emmett,tt6598290,nm5994206
2017,The Silent Child,tt6186970,nm1546084|nm2053650
2017,Watu Wote/All of Us,tt6333422,nm2472144|nm3304899
2017,Baby Driver,tt3890160,nm0805398
2017,Blade Runner 2049,tt1856101,nm0005625|nm1640468
2017,Dunkirk,tt5013056,nm0455185|nm0316833
2017,The Shape of Water,tt5580390,nm0733255|nm0274399
2017,Star Wars: The Last Jedi,tt2527336,nm0003214|nm0460274
2017,Baby Driver,tt3890160,nm0805398|nm0146687|nm0254978
2017,Blade Runner 2049,tt1856101,nm0058897|nm0376153|nm0002314
2017,Dunkirk,tt5013056,nm0484414|nm0729886|nm0918319
2017,The Shape of Water,tt5580390,nm0177397|nm0957576|nm0310266
2017,Star Wars: The Last Jedi,tt2527336,nm0662188|nm0783713|nm0460274|nm0934184
2017,Blade Runner 2049,tt1856101,nm0625471|nm0275382|nm0995902|nm0393923
2017,Guardians of the Galaxy Vol. 2,tt3896198,nm0870102|nm1401413|nm1000834|nm0837203
2017,Kong: Skull Island,tt3731562,nm0742155|nm1578635|nm1388484|nm0576870
2017,Star Wars: The Last Jedi,tt2527336,nm0606377|nm0611855|nm0768943|nm0179269
2017,War for the Planet of the Apes,tt3450958,nm0504784|nm2280778|nm0501424|nm0924221
2017,Call Me by Your Name,tt5726616,nm0412465
2017,The Disaster Artist,tt3521126,nm2354099|nm2352210
2017,Logan,tt3315342,nm0291082|nm0003506|nm0338169
2017,Molly's Game,tt4209788,nm0815070
2017,Mudbound,tt2396589,nm1125049|nm2011696
2017,The Big Sick,tt5462602,nm5077137|nm3529685
2017,Get Out,tt5052448,nm1443502
2017,Lady Bird,tt4925292,nm1950086
2017,The Shape of Water,tt5580390,nm0868219|nm0961827
2017,"Three Billboards outside Ebbing, Missouri",tt5027774,nm1732981
2017,CARNE y ARENA,tt6212516,nm0327944
2018,Vice,tt6266538,nm0000288
2018,A Star Is Born,tt1517451,nm0177896
2018,At Eternity's Gate,tt6938828,nm0000353
2018,Bohemian Rhapsody,tt1727824,nm1785339
2018,Green Book,tt6966692,nm0001557
2018,Green Book,tt6966692,nm0991810
2018,BlacKkKlansman,tt7349662,nm3485845
2018,A Star Is Born,tt1517451,nm0000385
2018,Can You Ever Forgive Me?,tt4595882,nm0001290
2018,Vice,tt6266538,nm0005377
2018,Roma,tt6155172,nm8611957
2018,The Wife,tt3750872,nm0000335
2018,The Favourite,tt5083738,nm1469236
2018,A Star Is Born,tt1517451,nm3078932
2018,Can You Ever Forgive Me?,tt4595882,nm0565250
2018,Vice,tt6266538,nm0010736
2018,Roma,tt6155172,nm0211920
2018,If Beale Street Could Talk,tt7125860,nm0005093
2018,The Favourite,tt5083738,nm1297015
2018,The Favourite,tt5083738,nm0001838
2018,Incredibles 2,tt3606756,nm0083348|nm0907869|nm0342430
2018,Isle of Dogs,tt5104604,nm0027572|nm0748784|nm2262509|nm0206154
2018,Mirai,tt6900448,nm0396074|nm2510203
2018,Ralph Breaks the Internet,tt5848272,nm0601781|nm1601882|nm1192875
2018,Spider-Man: Into the Spider-Verse,tt4633694,nm2130108|nm0709056|nm0745247|nm0520488|nm0588087
2018,Cold War,tt6543652,nm2617994
2018,The Favourite,tt5083738,nm0752811
2018,Never Look Away,tt5311542,nm0221042
2018,Roma,tt6155172,nm0190859
2018,A Star Is Born,tt1517451,nm0508732
2018,The Ballad of Buster Scruggs,tt6412452,nm0957861
2018,Black Panther,tt1825683,nm0141921
2018,The Favourite,tt5083738,nm0694309
2018,Mary Poppins Returns,tt5028340,nm0694309
2018,Mary Queen of Scots,tt2328900,nm0126107
2018,BlacKkKlansman,tt7349662,nm0000490
2018,Cold War,tt6543652,nm0667734
2018,The Favourite,tt5083738,nm0487166
2018,Roma,tt6155172,nm0190859
2018,Vice,tt6266538,nm0570912
2018,Free Solo,tt7775622,nm1888091|nm3011011|nm0371010|nm1634261
2018,"Hale County This Morning, This Evening",tt6634646,nm8840476|nm0055656|nm1756893
2018,Minding the Gap,tt7476236,nm3294913|nm8568884
2018,Of Fathers and Sons,tt7519174,nm5957513|nm1236527|nm1936245|nm1250460
2018,RBG,tt7689964,nm1723335|nm3792517
2018,Black Sheep,tt7440094,nm3598290|nm0157934
2018,End Game,tt7879350,nm0258531|nm0295243
2018,Lifeboat,tt7446332,nm1148695|nm1666274
2018,A Night at The Garden,tt7535612,nm1903582
2018,Period. End of Sentence.,tt6939026,nm3593950|nm9021258
2018,BlacKkKlansman,tt7349662,nm0113084
2018,Bohemian Rhapsody,tt1727824,nm0653211
2018,The Favourite,tt5083738,nm0561430
2018,Green Book,tt6966692,nm0004011
2018,Vice,tt6266538,nm0181650
2018,Capernaum,tt8267604,
2018,Cold War,tt6543652,
2018,Never Look Away,tt5311542,
2018,Roma,tt6155172,
2018,Shoplifters,tt8075192,
2018,Border,tt5501104,nm0526615|nm1744062
2018,Mary Queen of Scots,tt2328900,nm0794246|nm1706094|nm1928126
2018,Vice,tt6266538,nm0134148|nm0083917|nm0214912
2018,Black Panther,tt1825683,nm3234869
2018,BlacKkKlansman,tt7349662,nm0005966
2018,If Beale Street Could Talk,tt7125860,nm1615109
2018,Isle of Dogs,tt5104604,nm0006035
2018,Mary Poppins Returns,tt5028340,nm0003299
2018,Black Panther,tt1825683,nm5302509|nm6263328|nm7873889|nm6855916
2018,RBG,tt7689964,nm0005534
2018,Mary Poppins Returns,tt5028340,nm0003299|nm0937096
2018,A Star Is Born,tt1517451,nm3078932|nm1053148|nm2327017|nm1961278
2018,The Ballad of Buster Scruggs,tt6412452,nm0919553|nm1062848
2018,Black Panther,tt1825683,nm0270559
2018,BlacKkKlansman,tt7349662,nm0572014|nm0089658|nm1506448|nm1443502|nm0000490
2018,Bohemian Rhapsody,tt1727824,nm0454752
2018,The Favourite,tt5083738,nm0218714|nm0347384|nm3717662|nm0487166
2018,Green Book,tt6966692,nm0121724|nm0921853|nm0192942|nm0268380|nm0885014
2018,Roma,tt6155172,nm2342288|nm0190859
2018,A Star Is Born,tt1517451,nm0314088|nm0177896|nm1987578
2018,Vice,tt6266538,nm0306890|nm1250070|nm0570912|nm0582111
2018,Black Panther,tt1825683,nm1667545|nm0366345
2018,The Favourite,tt5083738,nm2356249|nm1818912
2018,First Man,tt1213641,nm0189769|nm0524205
2018,Mary Poppins Returns,tt5028340,nm0616924|nm0799246
2018,Roma,tt6155172,nm0127429|nm1735500
2018,Animal Behaviour,tt8615478,nm0811345|nm0277599
2018,Bao,tt8075496,nm7626019|nm2169250
2018,Late Afternoon,tt7077824,nm5370400|nm4447482
2018,One Small Step,tt8783042,nm2314791|nm4668167
2018,Weekends,tt7375186,nm3266016
2018,Detainment,tt6813264,nm1564793|nm6978857
2018,Fauve,tt7467476,nm4478405|nm5637080
2018,Marguerite,tt6803040,nm0857584|nm0659527
2018,Mother,tt6597824,nm2507695|nm1966854
2018,Skin,tt7332306,nm1142235|nm0628120
2018,Black Panther,tt1825683,nm8991894|nm0006655
2018,Bohemian Rhapsody,tt1727824,nm1341243|nm0367243
2018,First Man,tt1213641,nm0496763|nm0406375
2018,A Quiet Place,tt6644200,nm0886399|nm0007321
2018,Roma,tt6155172,nm1784142|nm0509792
2018,Black Panther,tt1825683,nm0006655|nm0698367|nm0222818
2018,Bohemian Rhapsody,tt1727824,nm0557338|nm0146687|nm0142841
2018,First Man,tt1213641,nm0852656|nm0599057|nm0496763|nm0254978
2018,Roma,tt6155172,nm0509792|nm0003357|nm0306223
2018,A Star Is Born,tt1517451,nm0654696|nm0958711|nm1720819|nm0607551
2018,Avengers: Infinity War,tt4154756,nm0216699|nm0691883|nm0247270|nm0837203
2018,Christopher Robin,tt4575576,nm1165856|nm0247192|nm1623356|nm0179269
2018,First Man,tt1213641,nm0995902|nm0402843|nm1629597|nm0777069
2018,Ready Player One,tt1677720,nm0004361|nm0168819|nm0125056|nm1874068
2018,Solo: A Star Wars Story,tt3778644,nm0106650|nm0875604|nm0768943|nm0876716
2018,The Ballad of Buster Scruggs,tt6412452,nm0001054|nm0001053
2018,BlacKkKlansman,tt7349662,nm4478735|nm5161275|nm0932551|nm0000490
2018,Can You Ever Forgive Me?,tt4595882,nm0392237|nm1036221
2018,If Beale Street Could Talk,tt7125860,nm1503575
2018,A Star Is Born,tt1517451,nm0744839|nm0177896|nm3391497
2018,The Favourite,tt5083738,nm7629302|nm1110111
2018,First Reformed,tt6053438,nm0001707
2018,Green Book,tt6966692,nm0885014|nm0192942|nm0268380
2018,Roma,tt6155172,nm0190859
2018,Vice,tt6266538,nm0570912
2019,Pain and Glory,tt8291806,nm0000104
2019,Once upon a Time...in Hollywood,tt7131622,nm0000138
2019,Marriage Story,tt7653254,nm3485845
2019,Joker,tt7286456,nm0001618
2019,The Two Popes,tt8404614,nm0000596
2019,A Beautiful Day in the Neighborhood,tt3224458,nm0000158
2019,The Two Popes,tt8404614,nm0000164
2019,The Irishman,tt1302006,nm0000199
2019,The Irishman,tt1302006,nm0000582
2019,Once upon a Time...in Hollywood,tt7131622,nm0000093
2019,Harriet,tt4648786,nm7248827
2019,Marriage Story,tt7653254,nm0424060
2019,Little Women,tt3281548,nm1519680
2019,Bombshell,tt6394270,nm0000234
2019,Judy,tt7549996,nm0000250
2019,Richard Jewell,tt3513548,nm0000870
2019,Marriage Story,tt7653254,nm0000368
2019,Jojo Rabbit,tt2584384,nm0424060
2019,Little Women,tt3281548,nm6073955
2019,Bombshell,tt6394270,nm3053338
2019,How to Train Your Dragon: The Hidden World,tt2386490,nm0213450|nm0506977|nm0036366
2019,I Lost My Body,tt9806192,nm3021346|nm0238941
2019,Klaus,tt4729430,nm0655053|nm1380146|nm9282610
2019,Missing Link,tt6348138,nm2752098|nm1750312|nm1325899
2019,Toy Story 4,tt1979376,nm2155757|nm0630923|nm0729304
2019,The Irishman,tt1302006,nm0006509
2019,Joker,tt7286456,nm0003394
2019,The Lighthouse,tt7984734,nm1144916
2019,1917,tt8579674,nm0005683
2019,Once upon a Time...in Hollywood,tt7131622,nm0724744
2019,The Irishman,tt1302006,nm0694309|nm1044613
2019,Jojo Rabbit,tt2584384,nm0747946
2019,Joker,tt7286456,nm0108775
2019,Little Women,tt3281548,nm0244330
2019,Once upon a Time...in Hollywood,tt7131622,nm0680218
2019,The Irishman,tt1302006,nm0000217
2019,Joker,tt7286456,nm0680846
2019,1917,tt8579674,nm0005222
2019,Once upon a Time...in Hollywood,tt7131622,nm0000233
2019,Parasite,tt6751668,nm0094435
2019,American Factory,tt9351980,nm0091840|nm0717064|nm1630563
