imdb.id,title.mixed,sample.year.first,fest.first,,,,,
tt20519854,The Man Who Could Not Remain Silent,2024,TIFF,,,,,
tt33202250,Vox Humana,2024,TIFF,,,,,
tt33202234,Loser Baby,2024,TIFF,,,,,
tt32989921,Marion,2024,TIFF,,,,,
tt30207757,Potenciais à Deriva,2024,TIFF,,,,,
tt14778372,Mother Mother,2024,TIFF,,,,,
tt27434692,Brothers of Babylon,2024,TIFF,,,,,
tt31691389,Universal Language,2024,TIFF,,,,,
tt27142003,Polvo serán,2024,TIFF,,,,,
tt29271889,Daughter's Daughter,2024,TIFF,,,,,
tt26676914,Daniela Forever,2024,TIFF,,,,,
tt7972570,Mr. K,2024,TIFF,,,,,
tt27170114,Paying for It,2024,TIFF,,,,,
tt27717667,Pedro Páramo,2024,TIFF,,,,,
tt21905244,Triumph,2024,TIFF,,,,,
tt30519830,Winter in Sokcho,2024,TIFF,,,,,
tt33034110,Viktor,2024,TIFF,,,,,
tt30768181,The Wolves Always Come at Night,2024,TIFF,,,,,
tt7264528,You Are Not Alone,2024,TIFF,,,,,
tt14905854,Hamnet,2025,TIFF,,,,,
tt1312221,Frankenstein,2025,TIFF,,,,,
tt14364480,Wake Up Dead Man,2025,TIFF,,,,,
tt33350479,The Road Between Us: The Ultimate Rescue,2025,TIFF,,,,,
tt35003538,EPiC: Elvis Presley in Concert,2025,TIFF,,,,,
tt31726535,"You Had to Be There: How the Toronto Godspell Ignited the Comedy Revolution, Spread Love & Overalls, and Created a Community That Changed the World (in a Canadian Kind of Way)",2025,TIFF,,,,,
tt35522483,Nirvanna the Band the Show the Movie,2025,TIFF,,,,,
tt37287335,Obsession,2025,TIFF,,,,,
tt33311069,The Furious,2025,TIFF,,,,,
tt13597298,Julian,2025,TIFF,,,,,
tt37674996,As We Breathe,2025,TIFF,,,,,
tt35375401,Oce nas,2025,TIFF,,,,,
tt35449355,Wrong Husband,2025,TIFF,,,,,
tt23787976,In a Tamasic World,2025,TIFF,,,,,
tt36390021,In Search of the Sky,2025,TIFF,,,,,
tt36724191,Agapito,2025,TIFF,,,,,
tt37844412,A Soft Touch,2025,TIFF,,,,,
tt36592131,Une Fugue,2025,TIFF,,,,,
tt36956820,The Girl Who Cried Pearls,2025,TIFF,,,,,
tt37844385,More Than Happy,2025,TIFF,,,,,
tt37507660,Once in a Body,2025,TIFF,,,,,
tt37673263,Praying Mantis,2025,TIFF,,,,,
tt37844425,UM,2025,TIFF,,,,,
tt36724193,Fille de l'eau,2025,TIFF,,,,,
tt37505195,Ce Qu'on Laisse Derrière,2025,TIFF,,,,,
tt32516461,Ambush,2025,TIFF,,,,,
tt37835851,Bots,2025,TIFF,,,,,
tt37843939,Demons,2025,TIFF,,,,,
tt33307473,Dish Pit,2025,TIFF,,,,,
tt37842648,Healer,2025,TIFF,,,,,
tt37843479,I Fear Blue Skies,2025,TIFF,,,,,
tt37842711,Jazz Infernal,2025,TIFF,,,,,
tt34615501,Karupy,2025,TIFF,,,,,
tt37835848,Marriaginalia,2025,TIFF,,,,,
tt37844416,Klee,2025,TIFF,,,,,
tt37599545,Niimi,2025,TIFF,,,,,
tt37844437,Poster Boy,2025,TIFF,,,,,
tt32740047,Pink Light,2025,TIFF,,,,,
tt37843082,Ramón Who Speaks to Ghosts,2025,TIFF,,,,,
tt36022809,Sea Star,2025,TIFF,,,,,
tt37834734,Year of the Dragon,2025,TIFF,,,,,
tt36671959,Talk Me,2025,TIFF,,,,,
tt37798645,All the Empty Rooms,2025,TIFF,,,,,
tt36724188,Ali,2025,TIFF,,,,,
tt36693324,Arguments in Favor of Love,2025,TIFF,,,,,
tt37843932,Asparagus Bear,2025,TIFF,,,,,
tt36582083,Death of the Fish,2025,TIFF,,,,,
tt37513534,The Contestant,2025,TIFF,,,,,
tt32986823,DISC,2025,TIFF,,,,,
tt31834881,Dust to Dreams,2025,TIFF,,,,,
tt37842647,Divers,2025,TIFF,,,,,
tt37844247,Fiction Contract,2025,TIFF,,,,,
tt35598137,Earworm,2025,TIFF,,,,,
tt36724190,I'm Glad You're Dead Now,2025,TIFF,,,,,
tt34798924,The Non-Actor,2025,TIFF,,,,,
tt37843166,Permanent Guest,2025,TIFF,,,,,
tt37843742,"Not Scared, Just Sad",2025,TIFF,,,,,
tt37844421,Quietness,2025,TIFF,,,,,
tt36590525,Ripe,2025,TIFF,,,,,
tt37502882,Une Fenêtre Plein Sud,2025,TIFF,,,,,
tt37842632,A Small Fiction of My Mother in Beijing,2025,TIFF,,,,,
tt34365258,Thanks to Meet You!,2025,TIFF,,,,,
tt37844422,The Veil,2025,TIFF,,,,,
tt32126595,Forastera,2025,TIFF,,,,,
tt37816113,There Are No Words,2025,TIFF,,,,,
tt1527793,No Other Choice,2025,TIFF,,,,,
tt27714581,Sentimental Value,2025,TIFF,,,,,
tt26733325,Homebound,2025,TIFF,,,,,
tt32252801,Blue Heron,2025,TIFF,,,,,
tt37661902,To the Victory!,2025,TIFF,,,,,
tt37661864,Between Dreams and Hope,2025,TIFF,,,,,
tt36543744,Bouchra,2025,TIFF,,,,,
tt29283995,Hen,2025,TIFF,,,,,
tt35519445,Nino,2025,TIFF,,,,,
tt32352280,At the Place of Ghosts,2025,TIFF,,,,,
tt32985279,Steve,2025,TIFF,,,,,
tt35746682,The Currents,2025,TIFF,,,,,
tt37661885,The World of Love,2025,TIFF,,,,,
tt30235784,Winter of the Crow,2025,TIFF,,,,,
tt37343128,100 Sunset,2025,TIFF,,,,,
tt8075192,Shoplifters,irst,Cannes,,,,,
tt4964788,Everybody Knows,2018,Cannes,,,,,
tt7555774,At War,2018,Cannes,,,,,
tt6768578,Dogman,2018,Cannes,,,,,
tt5749596,The Image Book,2018,Cannes,,,,,
tt7112154,Asako I & II,2018,Cannes,,,,,
tt7534054,Sorry Angel,2018,Cannes,,,,,
tt6704880,Girls of the Sun,2018,Cannes,,,,,
tt7298400,Ash Is Purest White,2018,Cannes,,,,,
tt8267604,Capernaum,2018,Cannes,,,,,
tt7282468,Burning,2018,Cannes,,,,,
tt7349662,BlacKkKlansman,2018,Cannes,,,,,
tt5691670,Under the Silver Lake,2018,Cannes,,,,,
tt8269552,3 Faces,2018,Cannes,,,,,
tt6543652,Cold War,2018,Cannes,,,,,
tt6752992,Happy as Lazzaro,2018,Cannes,,,,,
tt7342838,Leto,2018,Cannes,,,,,
tt6846432,Yomeddine,2018,Cannes,,,,,
tt6426028,Knife + Heart,2018,Cannes,,,,,
tt8305116,Ayka,2018,Cannes,,,,,
tt6628102,The Wild Pear Tree,2018,Cannes,,,,,
tt8296620,On the Border,2018,Cannes,,,,,
tt8254556,Girl,2018,Cannes,,,,,
tt4920450,Chris the Swiss,2018,Cannes,,,,,
tt5929754,Wildlife,2018,Cannes,,,,,
tt6820256,Arctic,2018,Cannes,,,,,
tt7485508,Carmen & Lola,2018,Cannes,,,,,
tt7888070,Treat Me Like Fire,2018,Cannes,,,,,
tt8274146,One Day,2018,Cannes,,,,,
tt7163824,The Load,2018,Cannes,,,,,
tt8296592,Sofia,2018,Cannes,,,,,
tt6992946,My Favorite Fabric,2018,Cannes,,,,,
tt8307082,Sauvage/Wild,2018,Cannes,,,,,
tt8144850,The Harvesters,2018,Cannes,,,,,
tt7502234,Little Tickles,2018,Cannes,,,,,
tt8459250,Shéhérazade,2018,Cannes,,,,,
tt8517672,El verano del léon eléctrico,2018,Cannes,,,,,
tt7816592,Palm Trees and Power Lines,2018,Cannes,,,,,
tt8293908,I Am My Own Mother,2018,Cannes,,,,,
tt7945638,Like A Good Kid,2018,Cannes,,,,,
tt8273350,End of Season,2018,Cannes,,,,,
tt8358616,Inanimate,2018,Cannes,,,,,
tt7724020,Los tiempos de Héctor,2018,Cannes,,,,,
tt7233846,Dots,2018,Cannes,,,,,
tt6917314,Io sono Tempesta,2018,Cannes,,,,,
tt8376498,Così in terra,2018,Cannes,,,,,
tt8547964,Cinco minutos afuera,2018,Cannes,,,,,
tt8517728,Calendar,2018,Cannes,,,,,
tt5501104,Border,2018,Cannes,,,,,
tt8185182,Long Day's Journey Into Night,2018,Cannes,,,,,
tt7779590,Euphoria,2018,Cannes,,,,,
tt8282042,Donbass,2018,Cannes,,,,,
tt7204348,El Angel,2018,Cannes,,,,,
tt7534096,Angel Face,2018,Cannes,,,,,
tt8423962,The Dead and the Others,2018,Cannes,,,,,
tt8269378,The Gentle Indifference of the World,2018,Cannes,,,,,
tt6268812,In My Room,2018,Cannes,,,,,
tt6923462,Manto,2018,Cannes,,,,,
tt8311792,"Murder Me, Monster",2018,Cannes,,,,,
tt8286894,Rafiki,2018,Cannes,,,,,
tt7279188,Woman at War,2018,Cannes,,,,,
tt8435416,Un jour de mariage,2018,Cannes,,,,,
tt8362948,Hector Malot: The Last Day of the Year,2018,Cannes,,,,,
tt8287236,Tiikeri,2018,Cannes,,,,,
tt8316166,"Amor, Avenidas Novas",2018,Cannes,,,,,
tt8234958,Schächer,2018,Cannes,,,,,
tt8512468,Ya normalniy,2018,Cannes,,,,,
tt8435402,La persistente,2018,Cannes,,,,,
tt8140128,Mo-Bum-Shi-Min,2018,Cannes,,,,,
tt8419668,Pauline asservie,2018,Cannes,,,,,
tt7133528,Lucia's Grace,2018,Cannes,,,,,
tt8359848,Climax,2018,Cannes,,,,,
tt8005982,Guns Found Here,2018,Cannes,,,,,
tt7718802,Man of the Hour,2018,Cannes,,,,,
tt8296622,All These Creatures,2018,Cannes,,,,,
tt7352856,Caroline,2018,Cannes,,,,,
tt7233782,Tariki,2018,Cannes,,,,,
tt8296612,Judgement,2018,Cannes,,,,,
tt8296610,Gabriel,2018,Cannes,,,,,
tt8296616,Impossible Figures and Other Stories III,2018,Cannes,,,,,
tt8296618,Duality,2018,Cannes,,,,,
tt8260656,Skip Day,2018,Cannes,,,,,
tt8515188,Our Song to War,2018,Cannes,,,,,
tt8253972,Le sujet,2018,Cannes,,,,,
tt7925798,This Magnificent Cake!,2018,Cannes,,,,,
tt8321590,The Orphan,2018,Cannes,,,,,
tt8395524,The Fight,2018,Cannes,,,,,
tt8515140,Basses,2018,Cannes,,,,,
tt8362894,The Night of the Plastic Bags,2018,Cannes,,,,,
tt8496414,The Song,2018,Cannes,,,,,
tt8159562,"Cassandro, The Exotico!",2018,Cannes,,,,,
tt8299896,Love Blooms,2018,Cannes,,,,,
tt5740866,Whitney,2018,Cannes,,,,,
tt6522668,Diamantino,2019,Cannes,,,,,
tt7142506,Sir,2019,Cannes,,,,,
tt8397524,Samouni Road,2019,Cannes,,,,,
tt6915100,Pope Francis: A Man of His Word,2019,Cannes,,,,,
tt8296608,Dead Souls,2019,Cannes,,,,,
tt3146022,Be Natural: The Untold Story of Alice Guy-Blaché,2019,Cannes,,,,,
tt7689958,Jane Fonda in Five Acts,2019,Cannes,,,,,
tt8371772,The Eyes of Orson Welles,2019,Cannes,,,,,
tt6210160,Searching for Ingmar Bergman,2019,Cannes,,,,,
tt6109168,Bergman: A Year in a Life,2019,Cannes,,,,,
tt8296606,To the Four Winds,2019,Cannes,,,,,
tt7543794,La traversée,2019,Cannes,,,,,
tt8296602,The State Against Mandela and the Others,2019,Cannes,,,,,
tt2967856,Another Day of Life,2019,Cannes,,,,,
tt7534068,The Trouble with You,2019,Cannes,,,,,
tt7628080,The Pluto Moment,2019,Cannes,,,,,
tt7051048,Fugue,2019,Cannes,,,,,
tt7385124,Srbenka,2019,Cannes,,,,,
tt6695212,Wajib,2019,Cannes,,,,,
tt6751668,Parasite,2019,Cannes,,,,,
tt7131622,Once Upon a Time... in Hollywood,2019,Cannes,,,,,
tt8253606,"Mektoub, My Love: Intermezzo",2019,Cannes,,,,,
tt7921248,The Whistlers,2019,Cannes,,,,,
tt8291806,Pain and Glory,2019,Cannes,,,,,
tt8695030,The Dead Don't Die,2019,Cannes,,,,,
tt7736478,The Traitor,2019,Cannes,,,,,
tt9647768,The Wild Goose Lake,2019,Cannes,,,,,
tt8359822,Young Ahmed,2019,Cannes,,,,,
tt8359840,Oh Mercy!,2019,Cannes,,,,,
tt8767908,Matthias & Maxime,2019,Cannes,,,,,
tt9204204,Little Joe,2019,Cannes,,,,,
tt8359816,Sorry We Missed You,2019,Cannes,,,,,
tt5827916,A Hidden Life,2019,Cannes,,,,,
tt2762506,Bacurau,2019,Cannes,,,,,
tt8019694,Frankie,2019,Cannes,,,,,
tt8613070,Portrait of a Lady on Fire,2019,Cannes,,,,,
tt8359842,It Must Be Heaven,2019,Cannes,,,,,
tt9173264,Sibyl,2019,Cannes,,,,,
tt10199590,Les Misérables,2019,Cannes,,,,,
tt10199586,Atlantics,2019,Cannes,,,,,
tt10224954,Monster God,2019,Cannes,,,,,
tt9206516,Our Mothers,2019,Cannes,,,,,
tt7007696,Share,2019,Cannes,,,,,
tt10008784,Bull,2019,Cannes,,,,,
tt8637440,The Climb,2019,Cannes,,,,,
tt10077998,The Unknown Saint,2019,Cannes,,,,,
tt9615278,Abou Leila,2019,Cannes,,,,,
tt10219146,Dwelling in the Fuchun Mountains,2019,Cannes,,,,,
tt9041212,Heroes Don't Die,2019,Cannes,,,,,
tt10155342,A Brother's Love,2019,Cannes,,,,,
tt3856408,Making Waves: The Art of Cinematic Sound,2019,Cannes,,,,,
tt7587282,Port Authority,2019,Cannes,,,,,
tt10222752,"Sick, Sick, Sick",2019,Cannes,,,,,
tt1824932,Song Without a Name,2019,Cannes,,,,,
tt10228204,The Bare Necessity,2019,Cannes,,,,,
tt10199668,Summer of Changsha,2019,Cannes,,,,,
tt10223546,You Deserve a Lover,2019,Cannes,,,,,
tt9806192,I Lost My Body,2019,Cannes,,,,,
tt10219406,Land of Ashes,2019,Cannes,,,,,
tt9431740,Homeward,2019,Cannes,,,,,
tt10244754,Lillian,2019,Cannes,,,,,
tt8302982,Particles,2019,Cannes,,,,,
tt8336716,Mano a mano,2019,Cannes,,,,,
tt8530868,Hieu,2019,Cannes,,,,,
tt10341630,Ambience,2019,Cannes,,,,,
tt10341888,The Little Soul,2019,Cannes,,,,,
tt10288968,Jeremiah,2019,Cannes,,,,,
tt10290566,Pura Vida,2019,Cannes,,,,,
tt10291640,Adam,2019,Cannes,,,,,
tt8692814,Rift,2019,Cannes,,,,,
tt10307380,Solar Plexus,2019,Cannes,,,,,
tt9016106,Rosso: La vera storia falsa del pescatore Clemente,2019,Cannes,,,,,
tt8340038,As Up to Now,2019,Cannes,,,,,
tt10094226,Favourites,2019,Cannes,,,,,
tt9620820,Roadkill,2019,Cannes,,,,,
tt10125414,Bamboe,2019,Cannes,,,,,
tt10291020,Complex Subject,2019,Cannes,,,,,
tt10341642,One Hundred and Twenty-Eight Thousand,2019,Cannes,,,,,
tt10341968,Alien,2019,Cannes,,,,,
tt6390668,Invisible Life,2019,Cannes,,,,,
tt7534102,The Swallows of Kabul,2019,Cannes,,,,,
tt10115562,On a Magical Night,2019,Cannes,,,,,
tt9522080,Papicha,2019,Cannes,,,,,
tt10199640,Beanpole,2019,Cannes,,,,,
tt8212958,Fire Will Come,2019,Cannes,,,,,
tt10199664,Adam,2019,Cannes,,,,,
tt10199670,Liberté,2019,Cannes,,,,,
tt9404442,Nina Wu,2019,Cannes,,,,,
tt8669356,Joan of Arc,2019,Cannes,,,,,
tt6284064,The Bears' Famous Invasion of Sicily,2019,Cannes,,,,,
tt10287616,Once in Trubchevsk,2019,Cannes,,,,,
tt9253666,No Ill Will,2019,Cannes,,,,,
tt10219498,Party Day,2019,Cannes,,,,,
tt10151858,Lucia in Limbo,2019,Cannes,,,,,
tt10280050,The Last Trip to the Seaside,2019,Cannes,,,,,
tt10390454,The Trap,2019,Cannes,,,,,
tt10300628,The Manila Lover,2019,Cannes,,,,,
tt10415710,Journey Through a Body,2019,Cannes,,,,,
tt10368272,Tuesday from 8 to 6,2019,Cannes,,,,,
tt10415722,Kolektyviniai sodai,2019,Cannes,,,,,
tt10225288,To Live to Sing,2019,Cannes,,,,,
tt8903840,Alice and the Mayor,2019,Cannes,,,,,
tt7984734,The Lighthouse,2019,Cannes,,,,,
tt10214916,The Distance Between Us and the Sky,2019,Cannes,,,,,
tt9842732,Anna,2019,Cannes,,,,,
tt10223044,White Echo,2019,Cannes,,,,,
tt10219324,All Inclusive,2019,Cannes,,,,,
tt10224698,The Van,2019,Cannes,,,,,
tt9381920,Who Talks,2019,Cannes,,,,,
tt10224774,Le grand saut,2019,Cannes,,,,,
tt10224888,And Then the Bear,2019,Cannes,,,,,
tt10224890,Butterflies,2019,Cannes,,,,,
tt10224960,The Nap,2019,Cannes,,,,,
tt10402938,"Stay Awake, Be Ready",2019,Cannes,,,,,
tt10270138,That Which Is to Come Is Just a Promise,2019,Cannes,,,,,
tt10241482,Ghost Pleasure,2019,Cannes,,,,,
tt10300872,Je te tiens,2019,Cannes,,,,,
tt10415670,Grand Bouquet,2019,Cannes,,,,,
tt10384326,The Marvelous Misadventures of the Stone Lady,2019,Cannes,,,,,
tt10384208,Olla,2019,Cannes,,,,,
tt10396328,Piece of Meat,2019,Cannes,,,,,
tt10415676,Movements,2019,Cannes,,,,,
tt2066051,Rocketman,2019,Cannes,,,,,
tt8963708,And Then We Danced,2019,Cannes,,,,,
tt9056192,Zombi Child,2019,Cannes,,,,,
tt10366272,Indianara,2019,Cannes,,,,,
tt9403508,5B,2019,Cannes,,,,,
tt10272534,Lux Æterna,2019,Cannes,,,,,
tt10228180,Tlamess,2019,Cannes,,,,,
tt8368406,Vivarium,2019,Cannes,,,,,
tt9617456,For Sama,2019,Cannes,,,,,
tt9567718,The Cordillera of Dreams,2019,Cannes,,,,,
tt5433114,Diego Maradona,2019,Cannes,,,,,
tt10208192,Let It Be Law,2019,Cannes,,,,,
tt9114472,Ice on Fire,2019,Cannes,,,,,
tt10299146,Forman vs. Forman,2019,Cannes,,,,,
tt10299138,La passione di Anna Magnani,2019,Cannes,,,,,
tt10299144,Cinecittà - I mestieri del cinema Bernardo Bertolucci: No End Travelling,2019,Cannes,,,,,
tt9801736,"A White, White Day",2019,Cannes,,,,,
tt10219160,She Runs,2019,Cannes,,,,,
tt11320234,Agapé,2020,Cannes,,,,,
tt11232334,Taipei Suicide Story,2020,Cannes,,,,,
tt12241006,Menarca,2020,Cannes,,,,,
tt12594020,I Am Afraid to Forget Your Face,2020,Cannes,,,,,
tt10834312,Camille Contactless,2020,Cannes,,,,,
tt12974818,David,2020,Cannes,,,,,
tt12575606,"Benjamin, Benny, Ben",2020,Cannes,,,,,
tt10346180,Blue Fear,2020,Cannes,,,,,
tt12561066,Motorway 65,2020,Cannes,,,,,
tt12589818,The Lamb of God,2020,Cannes,,,,,
tt11638406,Mountain Cat,2020,Cannes,,,,,
tt12629626,Son of Sodom,2020,Cannes,,,,,
tt10204976,Sudden Light,2020,Cannes,,,,,
tt8448860,Stephanie,2020,Cannes,,,,,
tt10692788,After Love,2020,Cannes,,,,,
tt10944760,Titane,2021,Cannes,,,,,
tt6217926,Annette,2021,Cannes,,,,,
tt8205028,The Story of My Wife,2021,Cannes,,,,,
tt6823148,Benedetta,2021,Cannes,,,,,
tt6910282,Bergman Island,2021,Cannes,,,,,
tt14039582,Drive My Car,2021,Cannes,,,,,
tt2304637,Flag Day,2021,Cannes,,,,,
tt12494638,Ahed's Knee,2021,Cannes,,,,,
tt14773800,Casablanca Beats,2021,Cannes,,,,,
tt10262648,Compartment Number 6,2021,Cannes,,,,,
tt10370710,The Worst Person in the World,2021,Cannes,,,,,
tt13321730,The Divide,2021,Cannes,,,,,
tt11611486,The Restless,2021,Cannes,,,,,
tt12708658,"Paris, 13th District",2021,Cannes,,,,,
tt13846546,Lingui,2021,Cannes,,,,,
tt8399288,Memoria,2021,Cannes,,,,,
tt13694628,Nitram,2021,Cannes,,,,,
tt9714030,France,2021,Cannes,,,,,
tt10380900,Petrov's Flu,2021,Cannes,,,,,
tt13453006,Red Rocket,2021,Cannes,,,,,
tt8847712,The French Dispatch,2021,Cannes,,,,,
tt9110904,Three Floors,2021,Cannes,,,,,
tt12847812,Everything Went Fine,2021,Cannes,,,,,
tt11777738,A Hero,2021,Cannes,,,,,
tt14354724,August Sky,2021,Cannes,,,,,
tt8434110,Murina,2021,Cannes,,,,,
tt11783988,Moneyboys,2021,Cannes,,,,,
tt14775496,Freda,2021,Cannes,,,,,
tt9812474,Lamb,2021,Cannes,,,,,
tt13582752,My Brothers and I,2021,Cannes,,,,,
tt13827606,La civil,2021,Cannes,,,,,
tt14773880,Streetwise,2021,Cannes,,,,,
tt11087960,Playground,2021,Cannes,,,,,
tt14821328,"Mi iubita, mon amour",2021,Cannes,,,,,
tt7661518,The Heroics,2021,Cannes,,,,,
tt8519380,Are You Lonesome Tonight?,2021,Cannes,,,,,
tt14812784,A Night of Knowing Nothing,2021,Cannes,,,,,
tt12637442,Clara Sola,2021,Cannes,,,,,
tt11338144,A Brighter Tomorrow,2021,Cannes,,,,,
tt14812782,Hit the Road,2021,Cannes,,,,,
tt14068864,Magnetic Beats,2021,Cannes,,,,,
tt11379572,The Hill Where Lionesses Roar,2021,Cannes,,,,,
tt14812788,The Sea Ahead,2021,Cannes,,,,,
tt13142240,Anaïs in Love,2021,Cannes,,,,,
tt13667548,Robust,2021,Cannes,,,,,
tt13328732,A Radiant Girl,2021,Cannes,,,,,
tt10965850,"Bruno Reidal, Confessions of a Murderer",2021,Cannes,,,,,
tt10589738,Libertad,2021,Cannes,,,,,
tt13830148,The Tale of King Crab,2021,Cannes,,,,,
tt13145186,Olga,2021,Cannes,,,,,
tt13926310,Small Body,2021,Cannes,,,,,
tt9737568,Amparo,2021,Cannes,,,,,
tt14805128,Feathers,2021,Cannes,,,,,
tt4440842,The Gravedigger's Wife,2021,Cannes,,,,,
tt13482806,Zero Fucks Given,2021,Cannes,,,,,
tt11873472,Neptune Frost,2021,Cannes,,,,,
tt15018628,The Salamander Child,2021,Cannes,,,,,
tt15017380,Cicada,2021,Cannes,,,,,
tt14923382,Love Stories on the Move,2021,Cannes,,,,,
tt14963616,Cantareira,2021,Cannes,,,,,
tt13492552,Other Half,2021,Cannes,,,,,
tt14866040,Beasts Among Us,2021,Cannes,,,,,
tt14866014,Billy Boy,2021,Cannes,,,,,
tt14933622,Bill and Joe Go Duck Hunting,2021,Cannes,,,,,
tt14949170,Red Shoes,2021,Cannes,,,,,
tt14949156,The Cat from the Deep Sea,2021,Cannes,,,,,
tt14871520,Saint Android,2021,Cannes,,,,,
tt14972460,King Max,2021,Cannes,,,,,
tt15012818,Night Visit,2021,Cannes,,,,,
tt14953072,Frida,2021,Cannes,,,,,
tt15017360,Free Men,2021,Cannes,,,,,
tt14949978,Fonica M-120,2021,Cannes,,,,,
tt15022992,The Fall of the Swift,2021,Cannes,,,,,
tt14775666,Unclenching the Fists,2021,Cannes,,,,,
tt11121664,Blue Bayou,2021,Cannes,,,,,
tt14323258,Delo,2021,Cannes,,,,,
tt13006574,Good Mother,2021,Cannes,,,,,
tt10366574,Prayers for the Stolen,2021,Cannes,,,,,
tt13649034,Commitment Hasan,2021,Cannes,,,,,
tt8633464,After Yang,2021,Cannes,,,,,
tt14775586,Let It Be Morning,2021,Cannes,,,,,
tt14775748,Rehana,2021,Cannes,,,,,
tt14775784,Great Freedom,2021,Cannes,,,,,
tt4028464,The Innocents,2021,Cannes,,,,,
tt11873754,Women Do Cry,2021,Cannes,,,,,
tt9844938,"Onoda: 10,000 Nights in the Jungle",2021,Cannes,,,,,
tt14266422,Soy libre,2021,Cannes,,,,,
tt14690342,"Brutalia, ergasimes meres",2021,Cannes,,,,,
tt14812814,Lili Alone,2021,Cannes,,,,,
tt14812820,Über Wasser,2021,Cannes,,,,,
tt14812818,Noir-soleil,2021,Cannes,,,,,
tt14701024,Safe,2021,Cannes,,,,,
tt13582590,Soldat noir,2021,Cannes,,,,,
tt14808928,Intercom 15,2021,Cannes,,,,,
tt14812826,If It Ain't Broke,2021,Cannes,,,,,
tt14754368,An Invitation,2021,Cannes,,,,,
tt14710586,Inherent,2021,Cannes,,,,,
tt14324296,A Chiara,2021,Cannes,,,,,
tt14812810,Train Again,2021,Cannes,,,,,
tt14812822,The Parents' Room,2021,Cannes,,,,,
tt14812812,When Night Meets Dawn,2021,Cannes,,,,,
tt14812792,Anxious Body,2021,Cannes,,,,,
tt14812800,Sycorax,2021,Cannes,,,,,
tt14812796,The Sidereal Space,2021,Cannes,,,,,
tt9464038,The Windshield Wiper,2021,Cannes,,,,,
tt14812804,The Vandal,2021,Cannes,,,,,
tt14812798,Simone Is Gone,2021,Cannes,,,,,
tt14994868,All the Crows in the World,2021,Cannes,,,,,
tt14469014,North Pole,2021,Cannes,,,,,
tt14717664,Displaced,2021,Cannes,,,,,
tt13238686,Through the Haze,2021,Cannes,,,,,
tt14879826,Orthodontics,2021,Cannes,,,,,
tt14639404,The Right Words,2021,Cannes,,,,,
tt14875862,Sideral,2021,Cannes,,,,,
tt14905322,In the Soil,2021,Cannes,,,,,
tt14994890,Absence,2021,Cannes,,,,,
tt14812786,Returning to Reims (Fragments),2021,Cannes,,,,,
tt12322986,Softie,2021,Cannes,,,,,
tt15023040,Venus by Water,2021,Cannes,,,,,
tt15023058,Ghost Song,2021,Cannes,,,,,
tt6992978,The Souvenir: Part II,2021,Cannes,,,,,
tt11173544,JFK Revisited: Through the Looking Glass,2021,Cannes,,,,,
tt11548822,Cow,2021,Cannes,,,,,
tt7230750,The Velvet Underground,2021,Cannes,,,,,
tt9850492,Babi Yar. Context,2021,Cannes,,,,,
tt14081460,Futura,2021,Cannes,,,,,
tt14851374,Jane by Charlotte,2021,Cannes,,,,,
tt12544762,Marx Can Wait,2021,Cannes,,,,,
tt14731254,Val,2021,Cannes,,,,,
tt14775800,Black Notebooks: Ronit,2021,Cannes,,,,,
tt14775484,H6,2021,Cannes,,,,,
tt14773990,The Year of the Everlasting Storm,2021,Cannes,,,,,
tt10370886,The Storms of Jeremy Thomas,2021,Cannes,,,,,
tt12998510,Satoshi Kon: The Illusionist,2021,Cannes,,,,,
tt8122738,Flickering Ghosts of Loves Gone By,2021,Cannes,,,,,
tt14809334,Buñuel: A Surrealist Filmmaker,2021,Cannes,,,,,
tt11937680,The Velvet Queen,2021,Cannes,,,,,
tt14927320,Invisible demons: tuhon merkit,2021,Cannes,,,,,
tt14921614,I'm So Sorry,2021,Cannes,,,,,
tt10150684,Bigger Than Us,2021,Cannes,,,,,
tt11348980,Animal,2021,Cannes,,,,,
tt14999458,The Story of Film: A New Generation,2021,Cannes,,,,,
tt14821376,New Worlds: The Cradle of Civilization,2021,Cannes,,,,,
tt14983798,Oscar Micheaux: The Superhero of Black Filmmaking,2021,Cannes,,,,,
tt15001002,Above Water,2021,Cannes,,,,,
tt15000932,All About Yves Montand,2021,Cannes,,,,,
tt9114472,Ice on Fire,2021,Cannes,,,,,
tt11559472,Ali & Ava,2021,Cannes,,,,,
tt10732462,Europa,2021,Cannes,,,,,
tt10088984,Between Two Worlds,2021,Cannes,,,,,
tt13736078,Ripples of Life,2021,Cannes,,,,,
tt14812780,The Employer and the Employee,2021,Cannes,,,,,
tt6920356,The Souvenir,2021,Cannes,,,,,
tt14050808,Întregalde,2021,Cannes,,,,,
tt14064662,The Braves,2021,Cannes,,,,,
tt13846494,Medusa,2021,Cannes,,,,,
tt14812778,The Tsugua Diaries,2021,Cannes,,,,,
tt9348908,Our Men,2021,Cannes,,,,,
tt15194556,Under the pillow,2021,Cannes,,,,,
tt7322224,Triangle of Sadness,2022,Cannes,,,,,
tt18550140,Holy Spider,2022,Cannes,,,,,
tt14976386,Forever Young,2022,Cannes,,,,,
tt14549466,Crimes of the Future,2022,Cannes,,,,,
tt18317064,Tori and Lokita,2022,Cannes,,,,,
